Function,Taxon,M56dG00206_1_1,M84dG00327_1_1,M56dG00204_1_1,M1dG00273_1_1,M35dG00201_1_1,M56dG00353_1_1,M35dG00253_1_1,M84dG00361_1_1,M56dG00253_1_1,M1dG00347_1_1,TFG00188,TFG00201,M56dG00183_1_1,M84dG00173_1_1,M1dG00126_1_1,M84dG00096_1_1,M84dG00351_1_1,TFG00230_1,M3dG00353_1_1,M56dG00173_1_1,TFG00206,M3dG00230_1_2,M35dG00126_1_1,M1dG00173_1_1,M1dG00239_1_1,TFG00239,M1dG00188_1_1,M3dG00361_1_1,TFG00251,M35dG00251_1_1,M1dG00200_1_1,M56dG00351_1_1,M35dG00327_1_1,M84dG00273_1_1,M1dG00251_1_1,M56dG00327_1_1,TFG00129_1,TFG00351_1,M56dG00187_1_1,TFG00334_1,M3dG00206_1_1,M35dG00353_1_1,M35dG00129_1_1,M3dG00204_1_1,M56dG00201_1_1,M56dG00188_1_1,M35dG00200_1_1,TFG00200,M3dG00096_1_1,M1dG00351_1_2,M84dG00353_1_1,TFG00173,TFG00361,M3dG00201_1_1,M1dG00253_1_1,M84dG00306_1_1,M84dG00230_1_1,M1dG00096_1_1,M1dG00187_1_1,M35dG00204_1_1,M35dG00187_1_1,M3dG00188_1_1,M3dG00183_1_1,TFG00187,M1dG00201_1_1,M3dG00251_1_1,M35dG00347_1_1,M35dG00273_1_1,M56dG00251_1_1,M56dG00361_1_1,M35dG00306_1_1,M3dG00334_1_1,M3dG00273_1_1,M3dG00239_1_1,M56dG00129_1_1,M56dG00126_1_1,M56dG00200_1_1,M35dG00361_1_1,M84dG00347_1_1,M3dG00327_1_1,M1dG00353_1_1,M3dG00306_1_1,M1dG00327_1_1,TFG00327,M84dG00239_1_1,TFG00353,TFG00183,M35dG00188_1_1,M35dG00173_1_1,TFG00273,TFG00126,TFG00096,M84dG00201_1_1,M84dG00200_1_1,TFG00253,M56dG00347_1_1,M1dG00204_1_1,M84dG00251_1_1,M1dG00306_1_1,M3dG00187_1_1,TFG00306,M3dG00347_1_1,M35dG00206_1_1,M35dG00334_1_1,M35dG00230_1_1,M84dG00204_1_1,M35dG00239_1_1,M56dG00230_1_1,M3dG00351_1_1,M56dG00239_1_1,M35dG00096_1_1,M84dG00253_1_1,M3dG00253_1_1,M84dG00183_1_1,M1dG00129_1_1,M1dG00361_1_1,M35dG00351_1_1,M3dG00200_1_1,M84dG00187_1_1,M84dG00188_1_1,M1dG00206_1_1,M84dG00206_1_1,M1dG00230_1_1,M35dG00183_1_1,TFG00204,TFG00347_1
GH,others,5274.00676565,9775.06402533,3531.81502755,3560.24354996,973.762401817,3383.05246821,362.394218172,5027.67390524,2655.65415932,503.017431859,612.676602974,1661.63203906,3397.4407582,3168.45267544,1927.28168919,2533.5356162,4093.74438264,699.720837628,589.700380123,3335.79208858,1375.7892861,1445.29915761,4408.72918895,1834.71770574,2188.63971357,7057.04278175,2866.38884285,3919.35203466,1442.71734104,3383.18469946,5731.26292849,3230.63970482,2982.49809756,3077.39942607,7457.88327129,3361.25388113,312.504230683,2671.3242322,2118.84230724,4313.21256676,2134.91420048,9613.46402936,2751.77421829,2093.13236371,3034.17798709,4159.28189915,1875.92440888,2977.80094304,11749.4320016,464.072251742,3788.78440377,1572.72797131,664.388656474,1779.60952783,4748.41879164,4321.31616895,2676.06968182,2440.77960858,1290.51142731,2086.12323502,3966.28157424,2013.00610517,6223.62925578,4888.38094576,5105.56806559,3766.29584153,1895.95012034,1535.82485987,2008.42904939,4252.08457486,2845.20593343,1447.43212013,1964.32652289,457.975208295,2750.90300919,3200.03884342,2935.47165702,8150.83985363,3421.06373648,596.758759505,338.676705455,505.087027528,2519.46158776,1185.93933951,3669.07216078,24.0608075419,1448.62595486,2926.38948487,4342.72628042,1088.92906851,223.077286496,2668.19501502,3155.30157497,4088.54896044,575.347887218,5147.44317287,3697.29519978,3083.17454012,3077.67027977,7975.50654724,1225.32031105,414.06330033,2096.03477145,10700.2545742,3581.43995263,6067.56985423,3642.66034962,4158.76441371,1433.79405509,2573.49321161,3848.53872279,5668.5155195,6222.34999063,4397.27727124,3839.76604301,7975.70118113,4325.55114923,2070.75042864,5733.47466847,1622.46890523,2252.94779326,4967.4463758,6143.15973811,2258.24935609,5520.46505864,5462.30296717
GT,f__Alcaligenaceae,0.247064749168,0,0,0.558152822204,0.39525887986,0,0,0,0.0382728614877,0,4.72965520589,16.9036441378,0.342870064517,0,0,0,0,0,0,0,0,0,0.0310512068931,0,0.104223748738,43.6809325949,0,0,15.5877508797,0.215082922186,0.00808797883846,0,3.07214653064,0,0,0.151159590672,0,26.3719370659,0.094173643143,5.53145397307,0,0.267254202474,1.03920254607,0,0.0658330828552,0.129709007179,0.302619148533,0,0,0,0,0,0,0.192138209631,0,0.054025793707,0.133807751219,0,1.75377373332,1.65530486015,0.067270326893,0.305675649206,0,57.2960083983,0,0.045083997809,0.636202439685,0.396112102179,0,0.244641260423,0.0414747465589,0,0,0,0,0,0.0615931370233,0,0,0,0,0,0,5.22142376595,0,0,0,0.921075812925,0,0,0,17.5726602857,0,0.0550587190794,0,0.0984433025744,0.29678976323,0,0,0,0,0,0.173340955765,0.0376943207574,0.246782955275,0,1.01850510472,0.205176869394,0.0522854582608,0.107263328409,0.286648513504,0,0,0,0,0,0,0,0,0,0,0,0,0.333310320974,76.709382098,4.33623307517
GT,f__Bacteroidaceae,561.22098356,1681.15725128,2376.83136775,371.484498853,4785.49236609,1930.30153909,2988.3710569,1549.54641686,1712.15715917,0.638131894522,0,36.1252589126,2434.04675255,2416.13853912,208.144681973,2982.06146533,959.758953067,0,16.7740188009,384.226797157,0,5011.4333945,79.4414275999,1.35422241161,3581.54151085,62.4298815499,51.4821463028,1040.83755022,157.151711914,695.166619116,0.292680349714,1238.23561472,1379.63870639,2009.86999467,4.09490004378,898.081975341,0,57.6787504013,2911.66325568,19.4019040415,0.046458177833,139.887893858,4306.25534015,6140.09605222,2658.69943505,2495.94272978,5794.42873854,107.398539139,6.66936715954,0.133532231902,2485.86905946,48.1908852185,16.1146960186,2799.09618211,0.819618042146,1812.7009233,2654.01194198,0.976002176156,148.643227529,2388.42213629,1167.8419813,9.12908296071,7.47613438725,16.42101269,143.726686684,4.04042394477,1696.58106339,2545.37899262,1571.84136852,1098.09166796,437.076919601,52.9723562334,4769.24013455,9.85059323367,911.225401618,1226.92551091,2874.01304297,392.201150647,1754.92446574,0.501023282497,8.23992918428,2.89869795842,235.236182646,18.0594198143,1147.59453152,2.85487839058,18.8407625259,4033.44310817,36.9904249971,16.5642125063,0,22.6416360422,3000.00510013,1899.98637778,11.8117293756,1821.50384006,8.48880050656,2438.44620303,0.664024660925,547.223038873,21.7984337963,6015.599326,2404.81909752,625.392939074,4878.85895591,1327.07406014,2681.18699387,1958.70841655,2234.20085259,416.25828931,1189.65330556,3053.89531461,14.7175432598,2362.41590468,0.848871394146,2.45407456519,127.490987995,1072.74467575,2505.65432493,254.427486617,27.9965755177,2100.88458473,0.637221709099,630.831001174,66.1986967713,101.307505469
GT,f__Clostridiaceae,126.784401788,248.872939307,255.920564504,133.814478728,228.624284129,297.840845813,94.581826057,341.326180112,179.093682435,306.968453175,69.5801373657,15.2591719706,203.657514904,293.104141296,386.974820559,511.976301581,594.057520649,23.8608132999,1356.46089131,126.196917167,123.315735453,104.62567033,148.83133405,236.598967566,260.808234684,43.3165130704,218.746648523,139.148712614,11.9634953947,175.506709702,342.544773211,211.51807579,188.703142644,129.808274128,1.72433672766,230.780137414,0,16.3973489336,205.741237178,18.5337940571,128.672072173,90.9383962782,131.125346585,727.883425831,192.108170781,125.858120279,119.975490159,138.177555494,178.983931023,2.65678824149,551.59223094,0,5.2275555449,1662.75163804,1.12872251528,276.14721999,238.696241891,541.086492603,69.0088659931,168.000041,202.69464496,106.31479528,360.717250385,14.1777966013,134.357823247,85.2673103537,671.83128655,318.925211266,273.460577077,380.852689779,103.170947749,154.792761003,349.332298753,2.31287872748,126.83915845,137.30034023,239.783198082,55.4688045829,384.262798831,557.680582484,1.60185434006,485.979875884,114.826682073,0,312.287733734,0,19.5131888457,377.124850806,69.2376438645,0,10.4647510316,33.089269021,603.492149032,251.239277213,0,259.4924577,1174.51293404,242.106665633,1189.75186496,51.1398208514,14.7451956029,691.230057872,372.581890842,133.913607498,96.2788628338,225.42425589,165.078292555,165.043075501,43.8251051633,216.156980915,237.212000746,258.564539649,135.688258072,102.351527437,400.730802681,13.5226283507,129.61514831,1138.34779542,347.632146395,123.413842292,11.2106067388,338.227339961,219.20514504,482.614573067,70.489944911,76.5259301216
GT,f__Enterobacteriaceae,0.143038328927,16.0087014994,2.57514951534,185.195823141,0.926991887198,0.694625944519,0.318791461019,6.92839682079,4.42813276524,6433.82422557,5.09240162286,61.7189814243,3.39791212692,12.2270455058,4955.98396671,30.0954730329,2.4900157082,19.9949967184,2685.77135636,0.536496672782,76.4695342751,2989.50171469,0.112777959462,5582.91089869,44.2815695162,4.24154601142,1526.41441043,3793.52788799,81.5625184353,1.83022717379,3200.01918286,1.49591434037,3.81252246683,42.1975199691,2335.57512655,3.98680827508,184.158819608,0,16.5902498918,17.4468477631,4762.77533333,0.73214222032,25.5320430114,217.449427049,1.16160911783,3.25538485612,3.74425444759,94.3572316276,467.715568534,7391.5933001,6.28624403295,0,21.9087440253,971.73390854,4169.99719412,6.46825779716,1.3635027592,4742.66622711,354.971572329,96.6315184999,5.91422127,5017.77449535,2878.28900747,3.06534308536,127.362685574,4500.9546539,7.44510920824,10.4149369655,3.89664754993,19.7375296338,0.437132793154,5480.92753996,2471.14957429,6813.08220858,2.69148943529,5.43020461405,2.99571778393,2.22323524546,0.605775471226,5621.45073478,2981.48750854,4970.01188099,761.014164496,126.826573709,10.7644190147,16.5642168597,138.963145431,13.825727508,1.51852473639,166.434480693,0,6.38878688531,41.9353149578,7.74605200534,6.82804289486,3.20494004355,3910.21433194,7.81381712184,3509.78914672,1973.40040013,190.940706195,2012.68002646,6.2422544716,4.17716776022,2.4857841613,0.694448656891,1.5640547966,0.538234651309,3317.80583343,1.34642255414,6.47384088916,1.2583804867,3575.16726997,5.2610877013,3949.81430565,3224.91910278,4.01286618851,1499.9319522,2.04319603684,32.0724607321,4805.40017343,3.38194869707,3701.54420129,0.436465346969,57.0215482929,300.515044273
GT,f__Lachnospiraceae,1408.43295722,866.122837852,1676.93052685,803.824547577,867.048344667,1260.56769487,38.9450175594,963.150782003,1294.17401649,1.04059521434,27.4847562804,37.9018475539,1338.81836937,1078.41775717,17.1146732652,1262.25289537,1474.48973147,11.9359381605,567.491047127,2015.88348908,163.283666654,758.725826548,2669.49000172,10.5263585137,954.556559666,87.1687160685,23.6224937473,233.197792151,76.7986300493,2180.4284825,104.783635025,1773.26924893,2574.06770883,669.696912071,14.1754273698,2285.53189278,0,19.4566680871,1069.46738482,21.1244002596,438.53119562,763.486253392,651.284124159,1027.6617784,907.691094566,1325.8077738,942.735752453,5.54389093604,236.059060952,0.125509091611,2188.63854992,31.3397206042,0,137.440365497,0.494638351864,1299.08108735,952.905291178,51.2345831836,217.999474818,608.899586247,1342.11506951,171.883508553,157.357257466,35.1990509117,258.047130615,177.172773146,905.957910964,1915.01062471,2342.95618757,1434.04648958,1972.79879433,126.051083504,256.220328292,2.85806437312,1185.85911553,1520.01913792,987.188167597,779.58204792,771.453222427,111.909779332,6.85705390102,329.700851055,487.266759707,0,1148.96124403,0,0,930.816062859,2434.58496429,0,0,4.03226713253,1560.63932606,1885.20510281,7.41964227926,1406.45635679,12.9619794595,748.51784083,75.1139439587,186.685010946,8.72122378123,510.085837548,1974.14092767,886.168624071,223.9302025,951.339363922,793.68457077,1181.56835982,620.574524904,2572.43982513,2213.17290986,733.350764561,235.858816047,417.901148102,51.8008047302,85.8786039685,1894.32396284,632.062199599,1044.50403826,4088.49936201,47.3007082779,1088.50015555,160.061757421,1618.4395368,102.858331836,195.839209166
GT,f__Moraxellaceae,4.27343885394,4.08134169126,0.0549615339084,9.57334682272,0,14.6030971243,0.277758862753,20.3525467409,1.94469434264,0,6.74345371152,75.240840317,3.06055493604,3.67916214678,0.0212656950692,9.38550467146,7.48971792563,479.331680057,0.857162202734,50.4476996582,80.2827634057,0,0.0479134516959,0.206057216473,0,46.6580354719,0,0,1807.79010011,2.39558079026,0,5.17853167007,0.0387114989824,1.31015738969,1.19300125763,7.77372676791,0,1204.19674876,0.0534859063831,1254.34511805,0,0,0,0.184716451284,62.892773769,0.106710571114,0.0291300518928,42.1921851383,0.234480344115,0.0171975597818,4.86763323889,49.6349613927,0,0,0.0170855130296,8.04849111621,9.86442437191,0.226607312569,16.7834603541,0.0530207472944,0,0,0,260.829193003,4.5056832765,0,0,0,1.66053196741,1.25571609875,0,23.7759175059,0.698725274739,0,0,0,3.69159758527,0,4.55852676223,0,0.287195841308,0,33.7375640676,0,3.74971389636,0.307394084134,11.363653571,0,0.146559928236,88.8007172559,0,55.6596664382,99.5194228206,7.24994755018,30.356806388,7.08275522586,11.5073788356,24.1385769236,0.00461649253875,0,32.2252414283,0,0,0.278818309094,216.202497093,18.500849218,0,54.2986941585,0.235284562174,10.0773083375,0,10.3984076565,0,3.33318365011,0,0.230507099541,0.536944827098,0,4.43160314136,0.37781637286,0.790529781863,46.4340898456,0.0547680046771,0.221486099014,512.326041883,203.635364552
GT,f__Oscillospiraceae,1105.19516548,1001.71208013,762.852635197,676.874073042,1378.56401255,1569.92016231,445.025973372,1766.9734765,1670.04349632,0.276992873688,28.0244373669,89.5314951465,1502.13701502,1870.5529338,0.566999588549,1704.20542916,1701.54228201,0,2.58043831134,608.789819037,114.106543754,21.304021366,577.979626597,0.573550461669,1061.66392541,120.654804991,15.7187380379,2.78805914528,86.4949688816,727.245111648,0.179823823644,1721.80797346,551.293452234,1919.54206724,10.1686048687,1179.50880442,0,54.4620214454,1543.87588819,7.30375557503,1.35297823172,2586.65563736,2067.24120256,204.660357168,800.984957403,1143.44385693,971.388113242,28.8850098938,2.55717247048,0.0314858539571,879.701030851,39.993294863,28.9635559547,15.8347936064,0.634908399225,2196.36252545,1960.32229275,0.879559086711,201.541716271,1060.08121432,2539.97449,5.47317794707,11.944798031,77.6373848027,202.572225774,69.7448281761,2605.65928067,1228.39618476,1200.44784598,1855.76693765,952.067512017,85.9198705191,141.760601406,0.0647727413231,2234.97603017,655.41867454,1214.49818797,1180.59872341,1652.73364327,4.13335885258,3.05372741203,49.5416980947,370.993177015,73.6379161539,2998.02937869,0.27354011011,30.6423336248,1067.35609025,239.954991905,100.953998006,0,84.9207685344,1233.49899923,1476.1894342,23.6234587512,1419.00819521,11.7375999518,1220.06079501,0.68576928671,16.90005701,31.7932919377,155.561130848,2697.23479166,894.240442595,369.020045203,1525.66091343,483.95139804,1304.22668973,7.66093884005,1208.52503044,1476.24561264,796.679006283,47.4451033773,925.43679444,0.590969611094,0.819144234206,765.512845175,88.9394606706,1487.71636632,1556.96416921,33.5200122886,1501.36230415,0.668830144435,947.168392826,98.9353991386,76.9858919105
GT,f__Prevotellaceae,370.322927942,1490.48253601,142.558341777,1832.40051915,1670.7434617,1017.3764139,255.830940892,483.649245734,1535.50428306,0.185081459728,92.4722193289,0,261.628018121,1035.69946674,0.345808244974,1399.52103181,820.814757357,0,0.025995342142,96.0670041873,181.137411011,1.09948233788,19.3241251911,0.457880981434,60.7193825075,17.0525500598,70.8987258177,0.238593820411,89.5974575916,295.908643675,0.417822818646,1012.48099651,155.316336313,493.835895784,24.5388968032,809.794018277,4.04704879508,17.4608689406,2034.30809909,5.18915459991,0.146081816035,5.13955491445,517.166197718,4.12137797151,3567.14215623,705.617976923,985.716798092,433.392343454,4.63789184327,0.0354866679017,1238.72945959,0,11.1318144404,0,3.98306802116,714.815129288,1432.95759288,1.29662689081,582.318545725,4055.08358015,371.044102446,0.10585069964,0.143654074012,10.5033079248,586.503336881,0.11271621227,536.845739146,433.91559231,1084.57781089,1105.14633139,19.059559324,168.728034761,1.02878307457,0.0939142364759,607.301608891,729.589533106,1979.4436992,590.470821082,901.875958993,0.0333942538893,11.1601787261,0.128408590142,926.511057206,10.8903105743,309.329675685,1.49067922793,42.0552734954,687.163022978,27.7583035602,12.1639656257,0,23.6384078503,744.147985577,1359.87981488,0,753.178824791,28.8280535507,3883.36709657,0.787857802667,0.188209711675,6.03985373669,1.24731314518,271.270003468,199.145344628,3268.76867176,896.700183426,2791.23093471,1056.13788034,9.69574513404,251.809944597,492.463290281,1899.11582447,0.0889820595245,1268.40633079,0.897337277775,2.35171183984,239.413234911,0,436.528713469,513.844709437,103.875528481,1325.18288455,0.415377638527,144.688508393,28.2471390006,8.11664859162
GT,f__unclassified_c__Clostridia,60.6425102043,144.957837878,87.5221841803,214.237146559,1.65599307758,68.0039624834,6.81335168744,251.169307933,41.7123454444,0.0116917875276,63.1578119074,14.7630283733,14.7645656547,177.335440943,0.0467621532351,60.0655287272,83.8403640193,0,0,98.7360486048,0,0.0314413821734,46.2113966213,0.0371291130669,2.71746280963,25.9800558292,0.55603281966,0,54.0293918653,21.0157961912,0.0361286139739,51.7173979526,18.1193026032,142.163485935,3.39516138137,32.4160121483,0,14.0891100538,11.2077900741,9.24463174209,0,6.84437210155,6.15984638556,0.514030001252,20.6833844736,43.3929304349,8.14634651048,132.135886378,0.0150016196231,0.0174223566696,42.2540025681,0,0,0,0.0480781272674,96.0756055426,40.9525287508,0.0152241793976,50.9865351357,2.20022202688,12.1154765824,0,0.0694591127089,19.3141364667,66.2673681458,0.0521494004507,53.3041693512,346.426094773,60.7917667102,45.5098329501,6.83757869415,14.2966363595,0.0912749232767,0,8.84475633925,31.9969538939,39.9842376581,6.62745081249,25.1085714606,0,0.441050756294,0.195810058262,75.5798816967,0,129.20509299,0,0,0.488086294735,1.5947009173,2.09490519109,0,0,226.071479143,224.544194076,23.0684377102,60.7453928661,2.73810605921,42.5611073456,0.084436796306,0.111406697253,0,0.80523900431,14.4356897861,7.63046255241,17.1349452376,65.9365485167,20.2054908365,25.504911515,0,100.964554914,6.90050969737,119.294263558,0.0289459711706,45.6661476631,0,0,2.29429020131,0,62.3551179672,1.16139277541,9.07979372485,166.40969647,0.0474866510382,0.15920369989,24.9782696803,6.62788739335
GT,f__unclassified_o__Bacteroidales,33.747581717,25.588134425,3.34523688289,398.487632121,1.67243344399,31.404753942,1.33140813636,26.9658860169,22.6017255426,0.0049164169969,24.9619766997,16.2608766459,0.59227767358,53.4093566787,0.100486835473,64.4497380853,115.010407827,0,0,191.27116301,0,0.0465124532567,0.747452338018,0,0.0626976202285,49.5850457199,7.9137197768,0,65.364793588,1.93548702342,0.0673060478925,98.6257855755,1.66691785693,35.0647734749,6.46807134693,9.74101693901,0,14.8418575455,0.0660290614198,5.06096354062,0,0.283743171297,13.026509175,0,26.9964528097,96.1866402672,1.23933392795,11.6050965074,0.0519224958001,0,2.1764705385,0,11.01626112,0,0.206140224334,8.79802894732,113.100161736,0.0561089477756,136.321094414,0.103380837608,0.498163034583,0.0357446215213,0,10.1512067597,167.798292798,0,3.10774925204,0.249142634598,3.60289228691,63.6368506199,0.310957938928,45.2418960942,0,0,60.4637271214,2.06420413816,48.2734871831,0.0916994797883,81.8643813584,0,0.421012673732,0,268.292051112,28.2031848399,34.2088721887,0,0,0.277314908348,0.709344970367,0,0,5.19651327643,7.96431960218,707.035610839,8.22096364542,67.6621356048,4.2341004907,6.43247938532,0.162974118373,0.0221919757897,76.5874290603,0,1.33082355557,0.0197365769359,1.54978867255,142.147101111,0.688088255071,1.1564693214,0,4.94741511878,0.0592306697639,33.8077999186,0,388.271651736,0.0811304516395,0.0437167933962,0.413391507386,0,724.278415786,1.25368881196,24.9910322089,913.703891993,0.0363691207079,2.33176916728,64.5638996742,8.67906840928
GT,others,4400.55673863,5343.91440198,2273.05154942,1562.62459703,948.832900502,4366.21217646,475.525745002,4437.39943271,2669.24354751,137.34631238,538.317451614,1147.57201198,2279.99149559,2866.95031167,730.489795268,2548.57061069,4355.95738123,628.349053242,389.474486049,3399.2899963,600.328363001,526.492023792,2889.81196824,873.678719295,2564.96218844,7348.73007189,1416.1562643,1895.75674397,1028.23780063,3734.83593506,1798.73011325,3191.29621216,2358.63217393,2254.47911895,3781.88288045,2983.14181883,91.5295342575,2791.87631491,1455.21357397,4226.63530419,904.236964523,4154.67579917,2164.14116857,1875.16635672,2163.31573664,2236.72441376,1095.1296422,3400.60864578,4857.26435519,78.345058177,4284.30521517,961.51301668,484.337349973,1551.04086316,2379.42256381,4138.13741047,2493.53019673,633.333171292,685.327117337,1555.64692903,3454.22101626,1812.95909925,2721.65578156,5166.53166678,2800.24463505,1201.3830451,1769.32934586,1472.53015945,1944.43724929,3760.30843485,3042.24291454,643.204009498,1818.72410037,141.348530902,2512.27333212,1763.05175248,2142.18691162,3521.93119301,3465.49353595,162.582714296,86.9031021702,207.787834051,1088.44446751,602.838753167,3464.43198732,5.66586916425,1123.19413101,2254.31060839,3104.93095102,1098.88983422,261.982907155,1856.85498792,3087.77432198,3028.91924451,779.219301161,4524.20374423,2283.50276344,2316.75039558,652.92899138,3659.53609223,789.555210641,270.708179207,1751.71777716,3858.84254698,2919.3078165,5874.06670664,1824.9384379,2880.4602992,1063.34077032,1997.87098079,1948.45417728,4698.85330962,2055.74369277,4107.7965364,1316.44871397,2900.56205155,3155.11042352,1252.01222198,4124.35539435,1369.43149753,733.076500569,3482.27126683,1585.13575245,3335.28089705,4911.10130149,4844.58410251
CE,f__Alcaligenaceae,0,0,0,0,0,0,0,0,0,0,14.326341495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0167568331,0,0,0,0,0,0,0.182018190853,0,0,0,0,19.4905256178,0,3.17674067279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213909230916,0,0,0,31.856806503,1.22837743857,0,0.110570868446,0.348560772134,0,0.146270876497,0,0,0,0,0.0907456762787,0,0,0,0,0,0,0,0,0,0,0,0,0.730148972241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811088525395,0,0.105778675049,0.181345646578,0,0,0.0802731445484,0,0,0,0,0,0,0,0,0,3.06680242412,0,0,0.153403819939,43.1697386119,23.3197904475
CE,f__Bacteroidaceae,233.601012834,658.01739854,844.917655136,164.476886793,1625.62562862,794.398423049,1008.23547051,691.789296455,827.800858316,0.245838913774,18.4756508376,29.142769615,970.745833669,1108.86576664,47.9148858655,1648.85325142,374.654977528,0,3.16733152196,223.344639116,9.79116354452,1084.43549952,86.9511539152,0.397514090701,985.960379636,32.8687592051,18.6962470075,232.971933975,50.1652720267,341.639824408,0.103961701886,374.475393468,465.440395395,888.838117413,2.38326373744,396.006361119,0,20.4437830932,1085.65847749,12.665622795,0.137499765746,65.3296875103,1404.42878719,1172.57200223,1170.48926238,1209.48841878,2014.80889541,50.5399324766,2.45554846289,0.0430192885202,825.628183157,0,32.6686855254,511.449938328,0.146829720634,613.238267954,1489.01578864,0.712009469168,46.6322532451,737.114744574,389.671753776,4.25927665238,5.48252874643,49.6138662321,66.3812331042,1.94126971138,882.27375297,792.421167115,713.193083417,380.246581075,183.521165122,23.515134516,974.875721566,2.01046554159,458.001214493,500.371877126,1450.87905342,178.696575377,1122.79089004,0.0474200707458,2.26353022439,1.39128184766,111.979102972,0,600.101556232,1.20570106786,0,1142.56724681,43.5533921459,4.20018119995,0,53.4131458239,1185.54683427,770.251831225,8.56350379731,564.969143579,3.03534818996,1093.00328082,0.196701945436,113.022604733,5.31375110168,1607.83023365,838.827538016,241.170529747,1918.44212299,517.22470714,1022.86142669,816.634354673,683.589844397,241.840851544,441.957614058,1443.47244819,3.2964603774,1120.76788085,0.3236135819,0.616744229319,57.9770467481,196.770656596,1120.20953167,201.976353421,6.21676795273,858.816635951,0.330259135487,224.659920842,25.1946255289,59.5792498494
CE,f__Clostridiaceae,124.09523004,151.842099665,99.9178926333,59.9805869773,100.901698028,98.5635792282,36.7258763449,129.963810898,118.256248171,268.977595885,0,0,74.491164754,133.997782135,313.436362802,195.19431276,213.891696107,0,1415.19754068,77.1514241047,37.5014976308,44.7391830223,264.273423098,191.025484753,208.449456792,19.5338511964,131.071371475,93.1843530098,4.99898716258,58.8564809239,305.150022953,149.647035635,83.8412570334,95.8960822103,0.683356782725,91.9966972672,0,6.14308024993,90.966776827,9.02262320398,63.5293553983,35.8228529731,43.3477780957,577.231304528,68.0852110416,101.952581778,51.3845793471,1.98265487314,103.753275698,1.99538239154,190.689056158,0,5.0646187487,1633.309712,0.128889570763,89.1369573393,76.3277170727,453.241569234,24.2056514096,53.8775550259,69.8782573731,116.562068357,251.328202018,5.97111613316,64.2237757337,63.4859583869,240.112584494,96.9414229903,70.8448876326,144.132867144,69.1180607509,102.602609852,281.078697127,2.18444540398,99.4846023668,118.769963222,124.35398118,26.2978387724,165.090869838,547.57031877,0.738013217704,512.812409846,32.6214749896,0,57.3054600811,0,0,285.86311477,28.9295459675,0,0,36.3362254103,241.148287164,104.985937389,0,135.037053159,750.292439767,90.0097223837,1060.17855401,40.3913911826,0,663.220799989,128.576063618,43.1175684154,24.3543959978,63.9010142997,92.3975009163,51.5000922666,27.3816091229,250.451537184,88.7762982104,123.90100803,124.80183403,109.133211089,346.851800974,8.9124899904,56.9410077747,931.563209975,109.17676695,35.987456308,1.34893604541,104.683767841,136.694216168,171.577164618,22.5139192154,6.43311032953
CE,f__Enterobacteriaceae,0.191411717346,7.51451946892,6.87079703116,106.373235895,2.90891447175,1.47879427462,0.0994211495504,4.05750328691,3.90244163338,3699.09044976,0,44.8588873391,6.06200184973,23.3893012762,2806.40871395,18.1576036599,2.24208709758,33.0274962823,1457.88764767,1.9801209776,95.1673794118,1562.16205422,1.46928183388,3311.45412716,22.9155987557,3.01617719883,853.291755673,2173.03579649,70.1799362538,1.89067410295,1931.11157478,0.604205033352,0.223375811695,39.8235459665,1386.97698586,2.12392075394,64.9563515453,0,7.10900223478,6.5819748512,3056.54392812,3.4708417417,13.7978384582,128.022067704,12.03532,4.53811816196,1.20401001778,40.3305739908,237.016408523,3535.39817091,6.56499724715,0,9.51160106462,525.861505133,2346.77865533,10.7241305925,9.90994505595,2793.14822687,181.263020112,18.7702499703,5.12115760567,2525.67451016,1499.27952762,0,67.3337804869,2605.95346301,0.171127418874,4.05817060738,5.68582373299,12.0418094466,2.76893665072,2987.46091871,1363.38232832,3734.25140826,0.886016193622,4.91391867945,8.52717085631,0.0982777381606,3.03248652281,3019.2520711,1440.52044326,2753.2724646,403.253282806,108.375346265,9.9579798924,4.90846092351,78.3558904833,7.71732099161,4.90127859211,64.2968955648,0,0,35.1086381201,3.48788606851,0,2.54942060214,2143.81307925,7.36134169916,1887.63388403,1117.17581313,128.086380309,1127.71490703,0.804991647607,2.49692053548,62.8876583666,3.49941463962,1.86069447415,29.0474037734,1833.29084599,1.42453727468,4.25409992229,1.89401581059,2170.36683827,14.924610414,2380.97393607,1834.46300478,0.0661169532798,845.066976825,1.66716357788,15.0877646571,2425.90562951,2.61038594206,2023.59551269,1.11408069726,27.1640666274,88.0705145455
